user_id|query_id|query_label|transaction_id|session_id|database_name|query_type|status|result_cache_hit|start_time|end_time|elapsed_time|queue_time|execution_time|error_message|returned_rows|returned_bytes|query_text|redshift_version|usage_limit|compute_type|compile_time|planning_time|lock_wait_time|service_class_id|service_class_name|query_priority|short_query_accelerated|user_query_hash|generic_query_hash|query_hash_version
100|613333|default|5074582|1073741930|tpch_3tb|SELECT|success   |f|2024-12-18 08:22:58.054388|2024-12-18 08:24:06.398439|68344051|0|53558678||4|356|select /* TPC-H Q7 */\n	supp_nation,\n	cust_nation,\n	l_year,\n	sum(volume) as revenue\nfrom\n	(\n		select\n			n1.n_name as supp_nation,\n			n2.n_name as cust_nation,\n			extract(year from l_shipdate) as l_year,\n			l_extendedprice * (1 - l_discount) as volume\n		from\n			supplier,\n			lineitem,\n			orders,\n			customer,\n			nation n1,\n			nation n2\n		where\n			s_suppkey = l_suppkey\n			and o_orderkey = l_orderkey\n			and c_custkey = o_custkey\n			and s_nationkey = n1.n_nationkey\n			and c_nationkey = n2.n_nationkey\n			and (\n				(n1.n_name = 'INDIA' and n2.n_name = 'VIETNAM')\n				or (n1.n_name = 'VIETNAM' and n2.n_name = 'INDIA')\n			)\n			and l_shipdate between date '1995-01-01' and date '1996-12-31'\n	) as shipping\ngroup by\n	supp_nation,\n	cust_nation,\n	l_year\norder by\n	supp_nation,\n	cust_nation,\n	l_year;|1.0.80491                       ||primary|14577737|168754|112|6|Default queue                                                   |n/a                 |false     |/DQhR7sbkqg=                            |/DQhR7sbkqg=                            |0
100|616185|default|5127451|1073881603|tpch_3tb|SELECT|success   |f|2024-12-18 11:24:58.558299|2024-12-18 11:25:34.782722|36224423|0|36169035||4|356|select /* TPC-H Q7 */\n	supp_nation,\n	cust_nation,\n	l_year,\n	sum(volume) as revenue\nfrom\n	(\n		select\n			n1.n_name as supp_nation,\n			n2.n_name as cust_nation,\n			extract(year from l_shipdate) as l_year,\n			l_extendedprice * (1 - l_discount) as volume\n		from\n			supplier,\n			lineitem,\n			orders,\n			customer,\n			nation n1,\n			nation n2\n		where\n			s_suppkey = l_suppkey\n			and o_orderkey = l_orderkey\n			and c_custkey = o_custkey\n			and s_nationkey = n1.n_nationkey\n			and c_nationkey = n2.n_nationkey\n			and (\n				(n1.n_name = 'INDIA' and n2.n_name = 'VIETNAM')\n				or (n1.n_name = 'VIETNAM' and n2.n_name = 'INDIA')\n			)\n			and l_shipdate between date '1995-01-01' and date '1996-12-31'\n	) as shipping\ngroup by\n	supp_nation,\n	cust_nation,\n	l_year\norder by\n	supp_nation,\n	cust_nation,\n	l_year;|1.0.80491                       ||primary|574|24194|93|6|Default queue                                                   |n/a                 |false     |/DQhR7sbkqg=                            |/DQhR7sbkqg=                            |0
100|619013|default|5178528|1073766497|tpch_3tb|SELECT|success   |f|2024-12-18 14:19:46.92123|2024-12-18 14:20:22.982284|36061054|0|36003719||4|356|select /* TPC-H Q7 */\n	supp_nation,\n	cust_nation,\n	l_year,\n	sum(volume) as revenue\nfrom\n	(\n		select\n			n1.n_name as supp_nation,\n			n2.n_name as cust_nation,\n			extract(year from l_shipdate) as l_year,\n			l_extendedprice * (1 - l_discount) as volume\n		from\n			supplier,\n			lineitem,\n			orders,\n			customer,\n			nation n1,\n			nation n2\n		where\n			s_suppkey = l_suppkey\n			and o_orderkey = l_orderkey\n			and c_custkey = o_custkey\n			and s_nationkey = n1.n_nationkey\n			and c_nationkey = n2.n_nationkey\n			and (\n				(n1.n_name = 'INDIA' and n2.n_name = 'VIETNAM')\n				or (n1.n_name = 'VIETNAM' and n2.n_name = 'INDIA')\n			)\n			and l_shipdate between date '1995-01-01' and date '1996-12-31'\n	) as shipping\ngroup by\n	supp_nation,\n	cust_nation,\n	l_year\norder by\n	supp_nation,\n	cust_nation,\n	l_year;|1.0.80491                       ||primary|629|25063|100|6|Default queue                                                   |n/a                 |false     |/DQhR7sbkqg=                            |/DQhR7sbkqg=                            |0
100|824210|default|5414919|1073832406|tpch_3tb|SELECT|success   |f|2024-12-19 04:16:43.411666|2024-12-19 04:17:19.035392|35623726|0|35130151||4|356|select /* TPC-H Q7 */\n	supp_nation,\n	cust_nation,\n	l_year,\n	sum(volume) as revenue\nfrom\n	(\n		select\n			n1.n_name as supp_nation,\n			n2.n_name as cust_nation,\n			extract(year from l_shipdate) as l_year,\n			l_extendedprice * (1 - l_discount) as volume\n		from\n			supplier,\n			lineitem,\n			orders,\n			customer,\n			nation n1,\n			nation n2\n		where\n			s_suppkey = l_suppkey\n			and o_orderkey = l_orderkey\n			and c_custkey = o_custkey\n			and s_nationkey = n1.n_nationkey\n			and c_nationkey = n2.n_nationkey\n			and (\n				(n1.n_name = 'INDIA' and n2.n_name = 'VIETNAM')\n				or (n1.n_name = 'VIETNAM' and n2.n_name = 'INDIA')\n			)\n			and l_shipdate between date '1995-01-01' and date '1996-12-31'\n	) as shipping\ngroup by\n	supp_nation,\n	cust_nation,\n	l_year\norder by\n	supp_nation,\n	cust_nation,\n	l_year;|1.0.80491                       ||primary|429182|24220|102|6|Default queue                                                   |n/a                 |false     |/DQhR7sbkqg=                            |/DQhR7sbkqg=                            |0
100|826979|default|5465052|1073856814|tpch_3tb|SELECT|success   |f|2024-12-19 07:09:37.489239|2024-12-19 07:10:12.877359|35388120|0|35333222||4|356|select /* TPC-H Q7 */\n	supp_nation,\n	cust_nation,\n	l_year,\n	sum(volume) as revenue\nfrom\n	(\n		select\n			n1.n_name as supp_nation,\n			n2.n_name as cust_nation,\n			extract(year from l_shipdate) as l_year,\n			l_extendedprice * (1 - l_discount) as volume\n		from\n			supplier,\n			lineitem,\n			orders,\n			customer,\n			nation n1,\n			nation n2\n		where\n			s_suppkey = l_suppkey\n			and o_orderkey = l_orderkey\n			and c_custkey = o_custkey\n			and s_nationkey = n1.n_nationkey\n			and c_nationkey = n2.n_nationkey\n			and (\n				(n1.n_name = 'INDIA' and n2.n_name = 'VIETNAM')\n				or (n1.n_name = 'VIETNAM' and n2.n_name = 'INDIA')\n			)\n			and l_shipdate between date '1995-01-01' and date '1996-12-31'\n	) as shipping\ngroup by\n	supp_nation,\n	cust_nation,\n	l_year\norder by\n	supp_nation,\n	cust_nation,\n	l_year;|1.0.80491                       ||primary|604|22645|104|6|Default queue                                                   |n/a                 |false     |/DQhR7sbkqg=                            |/DQhR7sbkqg=                            |0
100|829799|default|5515378|1073864933|tpch_3tb|SELECT|success   |f|2024-12-19 10:01:41.974596|2024-12-19 10:02:17.124499|35149903|0|35093900||4|356|select /* TPC-H Q7 */\n	supp_nation,\n	cust_nation,\n	l_year,\n	sum(volume) as revenue\nfrom\n	(\n		select\n			n1.n_name as supp_nation,\n			n2.n_name as cust_nation,\n			extract(year from l_shipdate) as l_year,\n			l_extendedprice * (1 - l_discount) as volume\n		from\n			supplier,\n			lineitem,\n			orders,\n			customer,\n			nation n1,\n			nation n2\n		where\n			s_suppkey = l_suppkey\n			and o_orderkey = l_orderkey\n			and c_custkey = o_custkey\n			and s_nationkey = n1.n_nationkey\n			and c_nationkey = n2.n_nationkey\n			and (\n				(n1.n_name = 'INDIA' and n2.n_name = 'VIETNAM')\n				or (n1.n_name = 'VIETNAM' and n2.n_name = 'INDIA')\n			)\n			and l_shipdate between date '1995-01-01' and date '1996-12-31'\n	) as shipping\ngroup by\n	supp_nation,\n	cust_nation,\n	l_year\norder by\n	supp_nation,\n	cust_nation,\n	l_year;|1.0.80491                       ||primary|623|23540|101|6|Default queue                                                   |n/a                 |false     |/DQhR7sbkqg=                            |/DQhR7sbkqg=                            |0
100|832646|default|5565218|1073758442|tpch_3tb|SELECT|success   |f|2024-12-19 12:53:18.085975|2024-12-19 12:53:53.809275|35723300|0|35667443||4|356|select /* TPC-H Q7 */\n	supp_nation,\n	cust_nation,\n	l_year,\n	sum(volume) as revenue\nfrom\n	(\n		select\n			n1.n_name as supp_nation,\n			n2.n_name as cust_nation,\n			extract(year from l_shipdate) as l_year,\n			l_extendedprice * (1 - l_discount) as volume\n		from\n			supplier,\n			lineitem,\n			orders,\n			customer,\n			nation n1,\n			nation n2\n		where\n			s_suppkey = l_suppkey\n			and o_orderkey = l_orderkey\n			and c_custkey = o_custkey\n			and s_nationkey = n1.n_nationkey\n			and c_nationkey = n2.n_nationkey\n			and (\n				(n1.n_name = 'INDIA' and n2.n_name = 'VIETNAM')\n				or (n1.n_name = 'VIETNAM' and n2.n_name = 'INDIA')\n			)\n			and l_shipdate between date '1995-01-01' and date '1996-12-31'\n	) as shipping\ngroup by\n	supp_nation,\n	cust_nation,\n	l_year\norder by\n	supp_nation,\n	cust_nation,\n	l_year;|1.0.80491                       ||primary|616|24348|96|6|Default queue                                                   |n/a                 |false     |/DQhR7sbkqg=                            |/DQhR7sbkqg=                            |0
100|615504|default|5114442|1073741930|tpch_3tb|SELECT|success   |f|2024-12-18 10:40:00.761785|2024-12-18 10:42:07.865462|127103677|0|127049288||175|10475|select /* TPC-H Q9 */\n	nation,\n	o_year,\n	sum(amount) as sum_profit\nfrom\n	(\n		select\n			n_name as nation,\n			extract(year from o_orderdate) as o_year,\n			l_extendedprice * (1 - l_discount) - ps_supplycost * l_quantity as amount\n		from\n			part,\n			supplier,\n			lineitem,\n			partsupp,\n			orders,\n			nation\n		where\n			s_suppkey = l_suppkey\n			and ps_suppkey = l_suppkey\n			and ps_partkey = l_partkey\n			and p_partkey = l_partkey\n			and o_orderkey = l_orderkey\n			and s_nationkey = n_nationkey\n			and p_name like '%ghost%'\n	) as profit\ngroup by\n	nation,\n	o_year\norder by\n	nation,\n	o_year desc;|1.0.80491                       ||primary|516|25437|90|6|Default queue                                                   |n/a                 |false     |2WOX6TJG8z4=                            |2WOX6TJG8z4=                            |0
100|618303|default|5165302|1073881603|tpch_3tb|SELECT|success   |f|2024-12-18 13:34:21.09837|2024-12-18 13:36:28.080985|126982615|0|126926554||175|10475|select /* TPC-H Q9 */\n	nation,\n	o_year,\n	sum(amount) as sum_profit\nfrom\n	(\n		select\n			n_name as nation,\n			extract(year from o_orderdate) as o_year,\n			l_extendedprice * (1 - l_discount) - ps_supplycost * l_quantity as amount\n		from\n			part,\n			supplier,\n			lineitem,\n			partsupp,\n			orders,\n			nation\n		where\n			s_suppkey = l_suppkey\n			and ps_suppkey = l_suppkey\n			and ps_partkey = l_partkey\n			and p_partkey = l_partkey\n			and o_orderkey = l_orderkey\n			and s_nationkey = n_nationkey\n			and p_name like '%ghost%'\n	) as profit\ngroup by\n	nation,\n	o_year\norder by\n	nation,\n	o_year desc;|1.0.80491                       ||primary|508|25909|90|6|Default queue                                                   |n/a                 |false     |2WOX6TJG8z4=                            |2WOX6TJG8z4=                            |0
100|826289|default|5452221|1073832406|tpch_3tb|SELECT|success   |f|2024-12-19 06:25:05.776732|2024-12-19 06:27:11.920699|126143967|0|126087240||175|10475|select /* TPC-H Q9 */\n	nation,\n	o_year,\n	sum(amount) as sum_profit\nfrom\n	(\n		select\n			n_name as nation,\n			extract(year from o_orderdate) as o_year,\n			l_extendedprice * (1 - l_discount) - ps_supplycost * l_quantity as amount\n		from\n			part,\n			supplier,\n			lineitem,\n			partsupp,\n			orders,\n			nation\n		where\n			s_suppkey = l_suppkey\n			and ps_suppkey = l_suppkey\n			and ps_partkey = l_partkey\n			and p_partkey = l_partkey\n			and o_orderkey = l_orderkey\n			and s_nationkey = n_nationkey\n			and p_name like '%ghost%'\n	) as profit\ngroup by\n	nation,\n	o_year\norder by\n	nation,\n	o_year desc;|1.0.80491                       ||primary|532|25796|116|6|Default queue                                                   |n/a                 |false     |2WOX6TJG8z4=                            |2WOX6TJG8z4=                            |0
